id	name	weight	volume	type
xfLgW	Chemicals	351	0.3510	Dangerous
yD8xv	Furniture	2100	2.1000	Normal
iqsm7	Arts and Crafts	140	0.1400	Delicate
uC9ZT	Home Appliances	58929	58.9290	Normal
uniLS	Delicate Machinery	1427	2.8540	Delicate
dysBu	Arts and Crafts	458	0.4580	Delicate
qocMi	Automobile Parts	16389	32.7780	Normal
YmCLa	Arts and Crafts	193	0.1930	Delicate
ZLjwx	Chemicals	449	0.4490	Dangerous
13mnZ	Automobile Parts	398	0.7960	Normal
AsvQw	Home Appliances	70338	70.3380	Normal
zB2JD	Automobile Parts	9853	19.7060	Normal
dJsWl	Arts and Crafts	434	0.4340	Delicate
xgHlq	Apparel	639	0.1278	Normal
3kt7h	Food	13623	10.8984	Normal
l5mjM	Electronics	144	0.0720	Normal
Dq5fA	Chemicals	454	0.4540	Dangerous
JSrsp	Furniture	9112	9.1120	Normal
YeNUV	Electronics	149	0.0745	Normal
XLKzs	Electronics	371	0.1855	Normal
8wtFR	Automobile Parts	3314	6.6280	Normal
g1GOS	Electronics	193	0.0965	Normal
oyYRF	Automobile Parts	3260	6.5200	Normal
g85yi	Food	7455	5.9640	Normal
k3tKy	Apparel	66	0.0132	Normal
B4y1z	Bottled Products	9571	9.5710	Normal
otVIr	Bottled Beverages	12041	12.0410	Normal
3GoH7	Medical Equipment	566	1.1320	Delicate
ENsny	Machinery	81365	162.7300	Normal
NOY2B	Food	18818	15.0544	Normal
sGigt	Bottled Products	8794	8.7940	Normal
q9xKA	Home Appliances	63427	63.4270	Normal
4BIlc	Automobile Parts	16617	33.2340	Normal
ix2lj	Furniture	5033	5.0330	Normal
hFjKw	Food	13161	10.5288	Normal
rmiDS	Apparel	149	0.0298	Normal
iqM0m	Bottled Products	7999	7.9990	Normal
bX7ar	Bottled Products	592	0.5920	Normal
DQ3wU	Delicate Machinery	26749	53.4980	Delicate
NqrCS	Medical Equipment	772	1.5440	Delicate
TvBOg	Chemicals	214	0.2140	Dangerous
EvowH	Machinery	11443	22.8860	Normal
o9Dtx	Arts and Crafts	246	0.2460	Delicate
mc1zG	Electronics	171	0.0855	Normal
8JMpc	Delicate Machinery	44605	89.2100	Delicate
HMvDn	Apparel	187	0.0374	Normal
FXQzv	Bottled Beverages	5010	5.0100	Normal
TndJ1	Furniture	14705	14.7050	Normal
PSnuo	Bottled Beverages	6940	6.9400	Normal
B3MGo	Electronics	647	0.3235	Normal
CQ2pB	Furniture	13020	13.0200	Normal
PbVYX	Electronics	705	0.3525	Normal
IECL6	Bottled Products	5326	5.3260	Normal
TGzoW	Home Appliances	33978	33.9780	Normal
Vkl1o	Home Appliances	72833	72.8330	Normal
KAGo4	Food	18887	15.1096	Normal
AOpc2	Machinery	87883	175.7660	Normal
BLQam	Arts and Crafts	975	0.9750	Delicate
aQLy4	Electronics	537	0.2685	Normal
xvdeU	Bottled Beverages	1507	1.5070	Normal
orfgc	Arts and Crafts	28	0.0280	Delicate
iR8a3	Electronics	178	0.0890	Normal
gbZru	Machinery	21380	42.7600	Normal
dZETH	Home Appliances	26142	26.1420	Normal
NPngu	Delicate Machinery	47180	94.3600	Delicate
TxCJH	Chemicals	65	0.0650	Dangerous
Lyz08	Medical Equipment	742	1.4840	Delicate
zbQKq	Automobile Parts	21088	42.1760	Normal
u1CN4	Medical Equipment	951	1.9020	Delicate
0BNxz	Chemicals	453	0.4530	Dangerous
8jxGy	Machinery	45814	91.6280	Normal
TwmhR	Bottled Beverages	8738	8.7380	Normal
4dvQ7	Food	868	0.6944	Normal
QAh4R	Arts and Crafts	580	0.5800	Delicate
WjCU9	Electronics	905	0.4525	Normal
ePVO8	Bottled Beverages	1507	1.5070	Normal
PRaCj	Delicate Machinery	40896	81.7920	Delicate
xODIg	Electronics	407	0.2035	Normal
Efrq2	Electronics	312	0.1560	Normal
n4Ulc	Home Appliances	27321	27.3210	Normal
Zwilb	Apparel	100	0.0200	Normal
AIoau	Bottled Beverages	7643	7.6430	Normal
fVivt	Food	15848	12.6784	Normal
95yNl	Apparel	599	0.1198	Normal
e0Ar8	Chemicals	206	0.2060	Dangerous
z4wQ5	Bottled Products	6556	6.5560	Normal
MG5Ch	Furniture	11410	11.4100	Normal
x9OLE	Furniture	5493	5.4930	Normal
93kum	Bottled Products	7715	7.7150	Normal
cNoHB	Delicate Machinery	26155	52.3100	Delicate
Xia13	Bottled Beverages	2402	2.4020	Normal
ADLXs	Arts and Crafts	316	0.3160	Delicate
uSXYr	Medical Equipment	1993	3.9860	Delicate
1rkwY	Apparel	743	0.1486	Normal
vHTcN	Bottled Beverages	5351	5.3510	Normal
bjBsH	Apparel	716	0.1432	Normal
sYP96	Chemicals	97	0.0970	Dangerous
Cfz4c	Arts and Crafts	356	0.3560	Delicate
Mfd7G	Medical Equipment	2117	4.2340	Delicate
R2ljQ	Arts and Crafts	31	0.0310	Delicate
1wpgc	Home Appliances	90542	90.5420	Normal
YK9oe	Food	18397	14.7176	Normal
TmwkU	Home Appliances	78086	78.0860	Normal
MzKFe	Machinery	59899	119.7980	Normal
9bJpV	Machinery	18781	37.5620	Normal
em16D	Apparel	483	0.0966	Normal
x2Njt	Bottled Products	4988	4.9880	Normal
xIdT0	Bottled Beverages	9820	9.8200	Normal
2aWxd	Chemicals	312	0.3120	Dangerous
al4Tp	Chemicals	45	0.0450	Dangerous
cGg9V	Apparel	981	0.1962	Normal
Bb9lJ	Apparel	94	0.0188	Normal
lD0Cg	Furniture	9828	9.8280	Normal
c10L8	Machinery	75583	151.1660	Normal
L20FJ	Medical Equipment	896	1.7920	Delicate
jU1ce	Apparel	574	0.1148	Normal
Oxnf1	Automobile Parts	18054	36.1080	Normal
IY14V	Automobile Parts	2881	5.7620	Normal
B3kgC	Machinery	28105	56.2100	Normal
6nmO4	Apparel	96	0.0192	Normal
yClL9	Automobile Parts	16907	33.8140	Normal
pmVYA	Food	9498	7.5984	Normal
V4Zgi	Delicate Machinery	49033	98.0660	Delicate
r6eWG	Bottled Beverages	9809	9.8090	Normal
yxTJ3	Apparel	665	0.1330	Normal
D7Wfc	Apparel	50	0.0100	Normal
4Q9At	Delicate Machinery	30595	61.1900	Delicate
VIbHc	Bottled Products	7562	7.5620	Normal
0tW4O	Furniture	1847	1.8470	Normal
MKsrY	Apparel	518	0.1036	Normal
FipgP	Home Appliances	263	0.2630	Normal
0rVkC	Furniture	9076	9.0760	Normal
JWqRx	Medical Equipment	2212	4.4240	Delicate
bpCla	Electronics	726	0.3630	Normal
1UHWA	Food	21550	17.2400	Normal
Jwc4d	Automobile Parts	13770	27.5400	Normal
yoGcH	Apparel	763	0.1526	Normal
ud1yp	Food	20939	16.7512	Normal
O9Ibi	Electronics	910	0.4550	Normal
Zm53T	Home Appliances	52525	52.5250	Normal
JrTcj	Home Appliances	46887	46.8870	Normal
rOcF9	Chemicals	157	0.1570	Dangerous
8A1lD	Automobile Parts	21342	42.6840	Normal
WoQUs	Furniture	1785	1.7850	Normal
ZAuD2	Food	12422	9.9376	Normal
rSxhW	Electronics	955	0.4775	Normal
4m5Zd	Apparel	24	0.0048	Normal
e9Woz	Furniture	3787	3.7870	Normal
qEvPD	Medical Equipment	936	1.8720	Delicate
ORJWf	Delicate Machinery	28356	56.7120	Delicate
2irOd	Arts and Crafts	358	0.3580	Delicate
Frp3o	Bottled Products	9955	9.9550	Normal
HMcSF	Bottled Beverages	7044	7.0440	Normal
UQx5F	Delicate Machinery	30417	60.8340	Delicate
DNX6V	Machinery	94801	189.6020	Normal
gNKYn	Apparel	160	0.0320	Normal
DiKdy	Machinery	2717	5.4340	Normal
yv301	Machinery	25292	50.5840	Normal
ybjxz	Electronics	274	0.1370	Normal
nQjCb	Home Appliances	32991	32.9910	Normal
LN9Xb	Arts and Crafts	592	0.5920	Delicate
GwFDC	Food	10572	8.4576	Normal
bf7Hl	Home Appliances	76015	76.0150	Normal
X3hGp	Electronics	147	0.0735	Normal
8h2Tw	Electronics	568	0.2840	Normal
he947	Chemicals	252	0.2520	Dangerous
Wokzn	Delicate Machinery	30510	61.0200	Delicate
UETF9	Machinery	50725	101.4500	Normal
1DKAX	Automobile Parts	10451	20.9020	Normal
faWMB	Machinery	38101	76.2020	Normal
uKk9Y	Home Appliances	90559	90.5590	Normal
SxkVl	Furniture	7348	7.3480	Normal
ho2Vs	Food	23136	18.5088	Normal
dTGxC	Bottled Products	3753	3.7530	Normal
ey18w	Machinery	80415	160.8300	Normal
Sgije	Delicate Machinery	4471	8.9420	Delicate
T8WVQ	Furniture	8869	8.8690	Normal
JDPyw	Machinery	9025	18.0500	Normal
GUicW	Bottled Beverages	8927	8.9270	Normal
6zv01	Food	22379	17.9032	Normal
zlJLS	Arts and Crafts	353	0.3530	Delicate
PV9c8	Apparel	748	0.1496	Normal
dEMVm	Medical Equipment	2290	4.5800	Delicate
ifZL3	Machinery	62457	124.9140	Normal
eEI30	Electronics	384	0.1920	Normal
kZNSB	Home Appliances	53584	53.5840	Normal
VJcl6	Electronics	567	0.2835	Normal
sBWJY	Home Appliances	2690	2.6900	Normal
E6YBf	Chemicals	372	0.3720	Dangerous
8ZPwk	Apparel	206	0.0412	Normal
ImU9j	Home Appliances	33831	33.8310	Normal
wn5Lj	Arts and Crafts	257	0.2570	Delicate
K65Vd	Medical Equipment	1470	2.9400	Delicate
hnKPa	Apparel	149	0.0298	Normal
t1D2V	Machinery	42476	84.9520	Normal
j6FJr	Food	7002	5.6016	Normal
ELAod	Furniture	5527	5.5270	Normal
4kNh2	Machinery	13281	26.5620	Normal
MAhYG	Chemicals	192	0.1920	Dangerous
ra6LK	Arts and Crafts	545	0.5450	Delicate
XPGBY	Machinery	6974	13.9480	Normal
7OFQX	Electronics	42	0.0210	Normal
9RJlV	Machinery	28927	57.8540	Normal
bD6Ta	Bottled Beverages	6290	6.2900	Normal
cvgs6	Home Appliances	28275	28.2750	Normal
Nb1dC	Food	23032	18.4256	Normal
s5ZTc	Furniture	12037	12.0370	Normal
6tOQK	Home Appliances	2530	2.5300	Normal
rRPuy	Delicate Machinery	14242	28.4840	Delicate
73oLq	Machinery	74334	148.6680	Normal
LAK6M	Delicate Machinery	31491	62.9820	Delicate
3shbU	Chemicals	422	0.4220	Dangerous
jKMtu	Bottled Beverages	8144	8.1440	Normal
CtnuQ	Medical Equipment	1459	2.9180	Delicate
xTrE5	Bottled Beverages	4047	4.0470	Normal
NKi8p	Furniture	7504	7.5040	Normal
R4ASL	Food	22387	17.9096	Normal
AZ1ow	Delicate Machinery	9257	18.5140	Delicate
BdiLT	Home Appliances	51609	51.6090	Normal
1KRNS	Bottled Beverages	3582	3.5820	Normal
NM9gA	Delicate Machinery	24966	49.9320	Delicate
YpJxO	Medical Equipment	2041	4.0820	Delicate
dgQnu	Apparel	506	0.1012	Normal
1NFoB	Furniture	12882	12.8820	Normal
F7iTQ	Home Appliances	10813	10.8130	Normal
hFU3H	Delicate Machinery	46908	93.8160	Delicate
Z6hRJ	Delicate Machinery	29493	58.9860	Delicate
QaRYj	Home Appliances	16667	16.6670	Normal
XdUW2	Electronics	129	0.0645	Normal
ANU0Z	Delicate Machinery	37486	74.9720	Delicate
bm4CY	Furniture	748	0.7480	Normal
oKXZi	Electronics	419	0.2095	Normal
D1uxr	Machinery	81986	163.9720	Normal
sWoO0	Automobile Parts	967	1.9340	Normal
yhg4B	Arts and Crafts	764	0.7640	Delicate
zx2d9	Apparel	964	0.1928	Normal
VAzn3	Electronics	64	0.0320	Normal
2WACv	Machinery	73246	146.4920	Normal
NZcgx	Electronics	276	0.1380	Normal
5Vq8Q	Arts and Crafts	62	0.0620	Delicate
PKogJ	Food	12336	9.8688	Normal
9SAab	Chemicals	105	0.1050	Dangerous
txeWa	Electronics	708	0.3540	Normal
7ljqz	Delicate Machinery	17569	35.1380	Delicate
ru8Vf	Machinery	49826	99.6520	Normal
js3qK	Medical Equipment	209	0.4180	Delicate
Zu7cj	Electronics	92	0.0460	Normal
WsevQ	Electronics	879	0.4395	Normal
qW1tJ	Food	16614	13.2912	Normal
5VYl2	Food	7054	5.6432	Normal
QlCKH	Arts and Crafts	306	0.3060	Delicate
q01aW	Arts and Crafts	753	0.7530	Delicate
C8j5Y	Automobile Parts	14695	29.3900	Normal
0Jnms	Machinery	60048	120.0960	Normal
HDMBA	Electronics	916	0.4580	Normal
UCpnd	Medical Equipment	1948	3.8960	Delicate
alWz0	Chemicals	206	0.2060	Dangerous
5Pzdr	Machinery	38925	77.8500	Normal
d3LC4	Medical Equipment	1541	3.0820	Delicate
vuECA	Machinery	52623	105.2460	Normal
eDn3O	Food	19304	15.4432	Normal
9mHzD	Chemicals	4	0.0040	Dangerous
mMKtI	Automobile Parts	8807	17.6140	Normal
7OnEu	Home Appliances	36842	36.8420	Normal
sWKcr	Delicate Machinery	5032	10.0640	Delicate
WYu3j	Chemicals	17	0.0170	Dangerous
JFqAv	Furniture	14499	14.4990	Normal
6fRSO	Furniture	1445	1.4450	Normal
xAon4	Arts and Crafts	562	0.5620	Delicate
s3GMS	Furniture	6486	6.4860	Normal
NQk5o	Arts and Crafts	264	0.2640	Delicate
EuRoh	Food	13446	10.7568	Normal
URVzw	Delicate Machinery	33146	66.2920	Delicate
1GZli	Automobile Parts	19907	39.8140	Normal
Jlrb5	Bottled Products	6821	6.8210	Normal
pfo7r	Bottled Products	8441	8.4410	Normal
ZeOXR	Home Appliances	86820	86.8200	Normal
gDbYV	Automobile Parts	23636	47.2720	Normal
nXaUo	Delicate Machinery	41722	83.4440	Delicate
9lfka	Electronics	675	0.3375	Normal
0vobe	Food	4252	3.4016	Normal
dDZiR	Arts and Crafts	893	0.8930	Delicate
6ZTyu	Home Appliances	80681	80.6810	Normal
EJUp5	Delicate Machinery	24471	48.9420	Delicate
OqPtk	Home Appliances	83566	83.5660	Normal
2eLjF	Automobile Parts	22284	44.5680	Normal
C4uKD	Food	15614	12.4912	Normal
4yNcj	Apparel	913	0.1826	Normal
9Zko1	Apparel	397	0.0794	Normal
0WpDX	Arts and Crafts	38	0.0380	Delicate
DkSZj	Delicate Machinery	43602	87.2040	Delicate
QoC0d	Chemicals	382	0.3820	Dangerous
JcitO	Delicate Machinery	34986	69.9720	Delicate
7knVw	Food	218	0.1744	Normal
tzwD0	Bottled Beverages	11625	11.6250	Normal
3nbe8	Food	14525	11.6200	Normal
kYD1f	Medical Equipment	151	0.3020	Delicate
VapKI	Apparel	770	0.1540	Normal
jSEGb	Medical Equipment	1816	3.6320	Delicate
euPd4	Bottled Beverages	1844	1.8440	Normal
0XGbU	Electronics	695	0.3475	Normal
puoHN	Automobile Parts	18750	37.5000	Normal
gT9jf	Chemicals	221	0.2210	Dangerous
Tobsj	Bottled Beverages	4640	4.6400	Normal
h6fnS	Machinery	28701	57.4020	Normal
sSfJm	Electronics	811	0.4055	Normal
gyfp4	Delicate Machinery	9652	19.3040	Delicate
lPpCK	Bottled Beverages	8590	8.5900	Normal
sXjJb	Arts and Crafts	849	0.8490	Delicate
Yu0qP	Medical Equipment	832	1.6640	Delicate
cGyFz	Delicate Machinery	44599	89.1980	Delicate
AaSlP	Electronics	267	0.1335	Normal
sIuX3	Delicate Machinery	24379	48.7580	Delicate
Gy3l4	Chemicals	427	0.4270	Dangerous
vhUmS	Arts and Crafts	72	0.0720	Delicate
cG1Lf	Automobile Parts	14228	28.4560	Normal
GMXld	Home Appliances	20772	20.7720	Normal
wNEk3	Electronics	938	0.4690	Normal
KTEIw	Automobile Parts	7045	14.0900	Normal
4YklH	Bottled Beverages	9247	9.2470	Normal
9b2dy	Bottled Products	8195	8.1950	Normal
oSyaR	Arts and Crafts	962	0.9620	Delicate
TSnjP	Delicate Machinery	41132	82.2640	Delicate
0MSbc	Furniture	1908	1.9080	Normal
2sSmK	Apparel	266	0.0532	Normal
a2mP6	Machinery	75527	151.0540	Normal
RF9Kv	Arts and Crafts	767	0.7670	Delicate
nYKPX	Bottled Beverages	10148	10.1480	Normal
YPAiG	Delicate Machinery	39872	79.7440	Delicate
Yjy2A	Bottled Products	2536	2.5360	Normal
vk5i7	Home Appliances	16015	16.0150	Normal
G51oV	Apparel	635	0.1270	Normal
9XtMC	Chemicals	463	0.4630	Dangerous
oYk09	Chemicals	367	0.3670	Dangerous
IOPaj	Delicate Machinery	45838	91.6760	Delicate
Bg2hc	Bottled Beverages	5204	5.2040	Normal
SHn3J	Bottled Products	1580	1.5800	Normal
KGtQF	Food	6916	5.5328	Normal
DkNZs	Furniture	6098	6.0980	Normal
ciS1R	Electronics	178	0.0890	Normal
CDTsx	Electronics	315	0.1575	Normal
RK3DZ	Medical Equipment	673	1.3460	Delicate
jnbBN	Bottled Beverages	3563	3.5630	Normal
fMUc7	Arts and Crafts	345	0.3450	Delicate
8aYSK	Medical Equipment	198	0.3960	Delicate
mD236	Chemicals	463	0.4630	Dangerous
Bn5GY	Medical Equipment	1141	2.2820	Delicate
5klLS	Machinery	97315	194.6300	Normal
zkYWM	Apparel	62	0.0124	Normal
ld1fK	Food	24798	19.8384	Normal
RHiMK	Home Appliances	98597	98.5970	Normal
NSGlA	Machinery	63356	126.7120	Normal
k8m7M	Furniture	8491	8.4910	Normal
dRWOF	Automobile Parts	1888	3.7760	Normal
SW0Mr	Bottled Products	1795	1.7950	Normal
v7QBU	Home Appliances	8140	8.1400	Normal
H6psy	Home Appliances	68595	68.5950	Normal
3lOoz	Bottled Beverages	3440	3.4400	Normal
LO2zx	Furniture	5749	5.7490	Normal
eLS7P	Arts and Crafts	845	0.8450	Delicate
0UN9n	Electronics	260	0.1300	Normal
ZVEyv	Chemicals	485	0.4850	Dangerous
AoOPj	Furniture	2327	2.3270	Normal
LMbna	Furniture	8100	8.1000	Normal
0MJKE	Chemicals	5	0.0050	Dangerous
GLzWv	Medical Equipment	111	0.2220	Delicate
4uPSX	Bottled Beverages	14778	14.7780	Normal
Oz7Iy	Chemicals	467	0.4670	Dangerous
h9gXD	Medical Equipment	1583	3.1660	Delicate
mkzYD	Chemicals	102	0.1020	Dangerous
v3xia	Electronics	722	0.3610	Normal
6vuby	Medical Equipment	1431	2.8620	Delicate
GnsJa	Arts and Crafts	655	0.6550	Delicate
DkCEi	Chemicals	307	0.3070	Dangerous
M68hw	Machinery	29294	58.5880	Normal
MPsxd	Bottled Products	1207	1.2070	Normal
xDmgG	Electronics	35	0.0175	Normal
FL3Uk	Chemicals	32	0.0320	Dangerous
FZ3Et	Machinery	30263	60.5260	Normal
RA4Yv	Electronics	485	0.2425	Normal
0m7kE	Machinery	27688	55.3760	Normal
fuYQK	Apparel	479	0.0958	Normal
c0VyR	Electronics	611	0.3055	Normal
5wj8z	Apparel	712	0.1424	Normal
EBxjm	Machinery	52689	105.3780	Normal
bZPtA	Electronics	358	0.1790	Normal
oq2Ur	Electronics	864	0.4320	Normal
Ru9BL	Medical Equipment	1805	3.6100	Delicate
IOTj2	Medical Equipment	2057	4.1140	Delicate
yJIMv	Delicate Machinery	32419	64.8380	Delicate
SzAXO	Apparel	635	0.1270	Normal
XaR7j	Arts and Crafts	913	0.9130	Delicate
7a8oz	Food	24099	19.2792	Normal
6oinj	Bottled Beverages	13598	13.5980	Normal
yaIug	Bottled Products	2015	2.0150	Normal
E1pFj	Apparel	484	0.0968	Normal
IYKQs	Delicate Machinery	48471	96.9420	Delicate
4hpHM	Home Appliances	85664	85.6640	Normal
HQRXM	Apparel	711	0.1422	Normal
ZJWz3	Chemicals	331	0.3310	Dangerous
7AivD	Bottled Beverages	4514	4.5140	Normal
6RJvx	Electronics	518	0.2590	Normal
fbHdt	Delicate Machinery	27720	55.4400	Delicate
7paQ2	Machinery	74008	148.0160	Normal
bp6nf	Machinery	56020	112.0400	Normal
bKpmG	Machinery	55986	111.9720	Normal
kwHCq	Bottled Beverages	4439	4.4390	Normal
YwOZz	Chemicals	363	0.3630	Dangerous
Q9rBe	Food	1028	0.8224	Normal
hiA4g	Food	14394	11.5152	Normal
62Sz5	Bottled Beverages	3782	3.7820	Normal
B2ued	Bottled Beverages	4335	4.3350	Normal
MfkFH	Food	4530	3.6240	Normal
4ecSd	Apparel	349	0.0698	Normal
MvXqY	Furniture	4386	4.3860	Normal
3YZt6	Medical Equipment	2242	4.4840	Delicate
lRjV8	Home Appliances	72166	72.1660	Normal
ZLxcs	Automobile Parts	4031	8.0620	Normal
sGSBn	Apparel	325	0.0650	Normal
GXVQw	Bottled Products	1366	1.3660	Normal
STstp	Delicate Machinery	11595	23.1900	Delicate
jvsmy	Home Appliances	64994	64.9940	Normal
voUbI	Delicate Machinery	9897	19.7940	Delicate
XsNjt	Apparel	88	0.0176	Normal
1C07y	Chemicals	283	0.2830	Dangerous
pGe2D	Electronics	861	0.4305	Normal
lBP4b	Food	24999	19.9992	Normal
cTJM9	Medical Equipment	1498	2.9960	Delicate
ilvOt	Furniture	7339	7.3390	Normal
eOBZx	Home Appliances	21794	21.7940	Normal
TtA5v	Medical Equipment	1407	2.8140	Delicate
CJHnO	Medical Equipment	1604	3.2080	Delicate
m7EfS	Food	9432	7.5456	Normal
aDBmx	Bottled Products	3014	3.0140	Normal
bRYyT	Bottled Beverages	7970	7.9700	Normal
kyLEw	Machinery	79168	158.3360	Normal
Rgf5O	Automobile Parts	22683	45.3660	Normal
K3bYH	Home Appliances	44050	44.0500	Normal
Z0atR	Machinery	25770	51.5400	Normal
2ejRm	Machinery	34592	69.1840	Normal
7L96J	Bottled Products	5588	5.5880	Normal
rtQK1	Apparel	665	0.1330	Normal
dyfGJ	Medical Equipment	1646	3.2920	Delicate
otgLn	Furniture	2502	2.5020	Normal
GtfZ3	Bottled Products	330	0.3300	Normal
AO6te	Food	23515	18.8120	Normal
QWMV0	Machinery	56416	112.8320	Normal
OQjST	Medical Equipment	1495	2.9900	Delicate
M7eO4	Furniture	9668	9.6680	Normal
ZrSOV	Chemicals	216	0.2160	Dangerous
PLOor	Apparel	744	0.1488	Normal
VEylQ	Chemicals	292	0.2920	Dangerous
kA73p	Delicate Machinery	24433	48.8660	Delicate
ADn3M	Bottled Beverages	4975	4.9750	Normal
2X9CM	Bottled Products	820	0.8200	Normal
Yfvxq	Bottled Products	4746	4.7460	Normal
HAeCl	Home Appliances	82558	82.5580	Normal
DOkMm	Medical Equipment	2214	4.4280	Delicate
o79nv	Machinery	13146	26.2920	Normal
HkfaO	Chemicals	366	0.3660	Dangerous
oegHL	Food	10752	8.6016	Normal
lDwEn	Medical Equipment	1436	2.8720	Delicate
dxspm	Bottled Products	5321	5.3210	Normal
JvC8p	Arts and Crafts	323	0.3230	Delicate
Z2c3g	Machinery	55576	111.1520	Normal
FQ2qU	Automobile Parts	7678	15.3560	Normal
3dPQg	Apparel	440	0.0880	Normal
E6JCI	Apparel	360	0.0720	Normal
elMiW	Automobile Parts	24021	48.0420	Normal
3AEOR	Apparel	832	0.1664	Normal
vQRfZ	Furniture	1008	1.0080	Normal
EYzi7	Bottled Products	452	0.4520	Normal
nmicO	Arts and Crafts	156	0.1560	Delicate
AdDwm	Arts and Crafts	126	0.1260	Delicate
wFIA8	Apparel	138	0.0276	Normal
SiaUt	Chemicals	341	0.3410	Dangerous
aLnWO	Home Appliances	2254	2.2540	Normal
HPjEs	Bottled Beverages	11655	11.6550	Normal
Kf3zE	Apparel	311	0.0622	Normal
rNhye	Bottled Products	979	0.9790	Normal
rEymH	Delicate Machinery	12165	24.3300	Delicate
YMTjR	Furniture	10447	10.4470	Normal
Nz9qQ	Medical Equipment	2263	4.5260	Delicate
5C8Mq	Machinery	84651	169.3020	Normal
6Js0S	Electronics	617	0.3085	Normal
TmW9V	Home Appliances	23857	23.8570	Normal
PzKb7	Medical Equipment	2470	4.9400	Delicate
FoWcY	Bottled Beverages	1492	1.4920	Normal
p4hiB	Medical Equipment	2258	4.5160	Delicate
0ilhu	Furniture	7448	7.4480	Normal
rvIaM	Food	23527	18.8216	Normal
XAycT	Apparel	737	0.1474	Normal
9QAXq	Furniture	1105	1.1050	Normal
MhX6U	Arts and Crafts	258	0.2580	Delicate
wb08L	Machinery	390	0.7800	Normal
ktb7m	Home Appliances	82037	82.0370	Normal
wyFSP	Bottled Beverages	13579	13.5790	Normal
m15C3	Bottled Products	8403	8.4030	Normal
NyBcA	Electronics	500	0.2500	Normal
ZnwNj	Chemicals	434	0.4340	Dangerous
wZry5	Chemicals	100	0.1000	Dangerous
8i43P	Electronics	741	0.3705	Normal
vLqlk	Automobile Parts	19435	38.8700	Normal
7auYm	Electronics	702	0.3510	Normal
2rLBI	Delicate Machinery	9365	18.7300	Delicate
RcljF	Delicate Machinery	20247	40.4940	Delicate
MU0OG	Electronics	828	0.4140	Normal
DVdRM	Apparel	328	0.0656	Normal
1Vtgy	Machinery	65290	130.5800	Normal
UL9ly	Food	769	0.6152	Normal
RL3s4	Bottled Beverages	11824	11.8240	Normal
wgVPs	Bottled Products	6809	6.8090	Normal
Z2Axc	Home Appliances	1315	1.3150	Normal
01Cad	Furniture	8524	8.5240	Normal
8uSHt	Bottled Beverages	6377	6.3770	Normal
XYlsB	Food	18864	15.0912	Normal
udK2h	Bottled Beverages	3150	3.1500	Normal
VXWdK	Arts and Crafts	489	0.4890	Delicate
uiDZk	Chemicals	465	0.4650	Dangerous
Ci7MZ	Machinery	9740	19.4800	Normal
MzmKh	Medical Equipment	1333	2.6660	Delicate
tMg87	Electronics	797	0.3985	Normal
tAv2D	Apparel	306	0.0612	Normal
qs7PS	Electronics	112	0.0560	Normal
TzGhp	Apparel	443	0.0886	Normal
wTKNF	Electronics	524	0.2620	Normal
ud9BG	Chemicals	84	0.0840	Dangerous
Qe2XA	Delicate Machinery	986	1.9720	Delicate
9t0rG	Bottled Products	7396	7.3960	Normal
IkD6m	Bottled Beverages	805	0.8050	Normal
ivGJu	Bottled Products	5875	5.8750	Normal
DBGdU	Electronics	856	0.4280	Normal
SbRpn	Electronics	836	0.4180	Normal
Fwfeb	Machinery	52439	104.8780	Normal
37OJc	Electronics	101	0.0505	Normal
QTmj0	Electronics	198	0.0990	Normal
5Y4Jn	Chemicals	270	0.2700	Dangerous
RfeOq	Food	2281	1.8248	Normal
iXEGw	Bottled Beverages	7424	7.4240	Normal
EzcQ0	Bottled Beverages	12026	12.0260	Normal
5zd78	Machinery	67106	134.2120	Normal
f7zQ1	Home Appliances	65150	65.1500	Normal
4cV9U	Arts and Crafts	103	0.1030	Delicate
vgJQe	Automobile Parts	16285	32.5700	Normal
RT9Wk	Electronics	595	0.2975	Normal
oSbkG	Machinery	59566	119.1320	Normal
l5FOJ	Machinery	36122	72.2440	Normal
bFA3v	Arts and Crafts	726	0.7260	Delicate
CAX5p	Machinery	71799	143.5980	Normal
AXSvk	Bottled Products	1374	1.3740	Normal
LM01a	Food	4448	3.5584	Normal
rSevX	Automobile Parts	22108	44.2160	Normal
81k0L	Home Appliances	8839	8.8390	Normal
evGYm	Electronics	437	0.2185	Normal
FapQS	Furniture	10767	10.7670	Normal
etq41	Arts and Crafts	725	0.7250	Delicate
dkP4O	Food	671	0.5368	Normal
9qnzW	Bottled Beverages	14778	14.7780	Normal
iL2E3	Machinery	36721	73.4420	Normal
9Ibd3	Automobile Parts	4067	8.1340	Normal
PIc4m	Home Appliances	19870	19.8700	Normal
6wr0o	Food	11434	9.1472	Normal
PVp9i	Electronics	214	0.1070	Normal
jp3u1	Apparel	165	0.0330	Normal
EclnI	Apparel	457	0.0914	Normal
8ehkp	Delicate Machinery	48659	97.3180	Delicate
NUACS	Bottled Beverages	7366	7.3660	Normal
x3IYh	Bottled Beverages	5249	5.2490	Normal
0e71t	Home Appliances	46361	46.3610	Normal
k2XVJ	Bottled Beverages	851	0.8510	Normal
2EY6T	Bottled Beverages	11181	11.1810	Normal
2xMcN	Delicate Machinery	47808	95.6160	Delicate
